Title,Total Price,Date Sold,Num Volumes,Price Per Volume,Format,Parse Source,Link
Demon Slayer Manga English Lot Set Vol 3 10 13 15 19 20 22 Paperback Ex Library,29.95,"Sold  Mar 7, 2025",7,4.28,Lot,Title,https://www.ebay.com/itm/256762849040
"Demon Slayer Volume #23 Manga, English version KIMETSU no YAIBA",8.00,"Sold  Mar 5, 2025",1,8.00,Single,Title,https://www.ebay.com/itm/146078913997
Demon Slayer Graphic Novel English Manga 1-9,17.99,"Sold  Mar 5, 2025",9,2.00,Lot,Title,https://www.ebay.com/itm/156740163445
"Lot of 4 Demon Slayer Kimetsu No Yaiba Manga Volumes 1, 2, 3, & 4 English",15.99,"Sold  Mar 4, 2025",4,4.00,Lot,Title,https://www.ebay.com/itm/276845116118
Demon Slayer Manga Lot English 19 Books,75.00,"Sold  Mar 3, 2025",1,75.00,Single,Title,https://www.ebay.com/itm/226593728025
Demon Slayer Kimetsu no Yaiba Manga Comic English Version Book Volume 1-23 NEW,15.99,"Sold  Mar 3, 2025",23,0.70,Lot,Title,https://www.ebay.com/itm/364569238026
Demon Slayer Complete Box Set: Volumes 1-23 English Manga,123.90,"Sold  Mar 3, 2025",23,5.39,Lot,Title,https://www.ebay.com/itm/365433871822
Demon Slayer Manga English Vol 1-6,24.00,"Sold  Feb 27, 2025",6,4.00,Lot,Title,https://www.ebay.com/itm/135517714657
1 Vol. of Demon Slayer Kimetsu no Yaiba Manga English Version (Vol. 1-23) NEW,14.99,"Sold  Feb 2, 2025",23,0.65,Lot,Title,https://www.ebay.com/itm/175035602152
"Demon Slayer Volume #12 Manga, English version KIMETSU no YAIBA ( See Pictures )",5.99,"Sold  Feb 23, 2025",1,5.99,Single,Title,https://www.ebay.com/itm/335785720599
"Demon Slayer Volume #21 Manga, English version KIMETSU no YAIBA ( See Pictures )",5.99,"Sold  Feb 23, 2025",1,5.99,Single,Title,https://www.ebay.com/itm/335785716296
💥 Demon Slayer Manga Lot Set (Vol.1-3) Volume 1 2 3 Koyoharu Gotouge English,17.50,"Sold  Feb 23, 2025",3,5.83,Lot,Title,https://www.ebay.com/itm/186217852160
Demon Slayer Kimetsu no Yaiba Vol. 1 English Manga By Koyoharu Gotouge Brand New,13.00,"Sold  Feb 23, 2025",1,13.00,Single,Title,https://www.ebay.com/itm/165680195803
Demon Slayer Manga English Vol 1-3 GENTLY USED,11.99,"Sold  Feb 22, 2025",3,4.00,Lot,Title,https://www.ebay.com/itm/176854701409
"Demon Slayer English Manga SC LOT Volumes 1-2-3-4-5, & Water & Flame Viz Media",26.95,"Sold  Feb 22, 2025",4,6.74,Lot,Title,https://www.ebay.com/itm/365399929697
Demon Slayer Complete Set: Volumes 1-23 English Manga Kimetsu No Yaiba,90.00,"Sold  Feb 22, 2025",23,3.91,Lot,Title,https://www.ebay.com/itm/316332054064
Demon Slayer Complete Set: Volumes 1-23 English Manga Kimetsu No Yaiba New Seale,100.00,"Sold  Feb 15, 2025",23,4.35,Lot,Title,https://www.ebay.com/itm/316167933957
Demon Slayer Complete Box Set: Volumes 1-23 English Manga Unopened,61.00,"Sold  Feb 11, 2025",23,2.65,Lot,Title,https://www.ebay.com/itm/316218802680
Demon Slayer Complete Box Set: Volumes 1-23 English Manga Unopened,71.00,"Sold  Feb 7, 2025",23,3.09,Lot,Title,https://www.ebay.com/itm/316185916243
Demon Slayer Complete Box Set: Volumes 1-23 English Manga Very Good,104.99,"Sold  Feb 7, 2025",23,4.56,Lot,Title,https://www.ebay.com/itm/146373060604
"DEMON SLAYER KIMETSU NO YAIBA English manga VOLUMES 8-18, 20, and 21",49.99,"Sold  Feb 5, 2025",13,3.85,Lot,Title,https://www.ebay.com/itm/116433638048
Demon Slayer Complete Box Set: Volumes 1-23 English Manga Unopened,86.00,"Sold  Feb 4, 2025",23,3.74,Lot,Title,https://www.ebay.com/itm/316172882004
Demon Slayer Kimetsu No Yaiba Volume 11 and 12 Manga English,10.00,"Sold  Feb 4, 2025",2,5.00,Lot,Title,https://www.ebay.com/itm/276506857474
